3680589662.441000	-0.000024	28.295496	-2824.731002
3680589662.939000	-0.000025	28.261621	-2823.859141
3680589663.439000	-0.000024	28.307062	-2823.582087
3680589663.940000	-0.000025	28.301874	-2823.396907
3680589664.440000	-0.000024	28.305231	-2823.267642
3680589664.940000	-0.000025	28.313470	-2823.477266
3680589665.440000	-0.000026	28.291528	-2823.795429
3680589665.940000	-0.000024	28.331171	-2824.074326
3680589666.440000	-0.000025	28.341852	-2823.812828
3680589666.940000	-0.000025	28.321436	-2823.569498
3680589667.439000	-0.000024	28.308923	-2824.328778
3680589667.939000	-0.000025	28.297662	-2825.608799
3680589668.441000	-0.000024	28.335138	-2825.871030
3680589668.939000	-0.000025	28.301324	-2824.849520
3680589669.441000	-0.000025	28.297357	-2825.735471
3680589669.940000	-0.000024	28.293665	-2825.565097
3680589670.440000	-0.000025	28.303125	-2825.491390
3680589670.940000	-0.000024	28.313196	-2825.015835
3680589671.441000	-0.000024	28.292474	-2824.766926
3680589671.940000	-0.000024	28.286371	-2824.068031
3680589672.439000	-0.000024	28.315942	-2824.143223
3680589672.940000	-0.000025	28.310449	-2823.606173
3680589673.441000	-0.000025	28.339716	-2823.394314
3680589673.939000	-0.000026	28.324487	-2823.325417
3680589674.441000	-0.000025	28.316248	-2824.078403
3680589674.939000	-0.000025	28.333917	-2824.074701
3680589675.440000	-0.000025	28.339716	-2824.256912
3680589675.940000	-0.000025	28.322656	-2824.352471
3680589676.439000	-0.000025	28.305292	-2824.833605
3680589676.940000	-0.000024	28.279993	-2825.899551
3680589677.442000	-0.000025	28.290948	-2825.701765
3680589677.941000	-0.000025	28.305566	-2825.326953
3680589678.440000	-0.000024	28.261682	-2825.407312
3680589678.938000	-0.000024	28.291559	-2825.145081
3680589679.439000	-0.000024	28.289423	-2824.833230
3680589679.941000	-0.000024	28.302850	-2824.870638
3680589680.439000	-0.000025	28.278772	-2824.138037
3680589680.940000	-0.000025	28.315637	-2823.598752
3680589681.439000	-0.000026	28.294000	-2823.383192
3680589681.940000	-0.000025	28.307092	-2823.383943
3680589682.439000	-0.000025	28.326288	-2823.025779
3680589682.940000	-0.000024	28.289728	-2823.636160
